id,name,type,actions,ac,hp,spd,str,dex,con,int,wis,cha,extras,senses,languages,cr,source,image
347,"Water Elemental","Large elemental, neutral","Water Form. The elemental can enter a hostile creature's space and stop there. It can move through a space as narrow as 1 inch wide without squeezing.|||Freeze. If the elemental takes cold damage, it partially freezes; its speed is reduced by 20 feet until the end of its next turn.|||Multiattack. The elemental makes two slam attacks.|||Slam. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage.|||Whelm (Recharge 4-6). Each creature in the elemental's space must make a DC 15 Strength saving throw. On a failure, a target takes 13 (2d8 + 4) bludgeoning damage. If it is Large or smaller, it is also grappled (escape DC 14). Until this grapple ends, the target is restrained and unable to breathe unless it can breathe water. If the saving throw is successful, the target is pushed out of the elemental's space. The elemental can grapple one Large creature or up to two Medium or smaller creatures at one time. At the start of each of the elemental's turns, each target grappled by it takes 13 (2d8 + 4) bludgeoning damage. A creature within 5 feet of the elemental can pull a creature or object out of it by taking an action to make a DC 14 Strength check and succeeding.","14 (natural armor)","114 (12d10 + 48)"," 30 ft., swim 90 ft.","18 (+4)","14 (+2)","18 (+4)","5 (-3)","10 (+0)","8 (-1)","Damage Resistances: acid; bludgeoning, piercing, and slashing from nonmagical attacks|||Damage Immunities: poison|||Condition Immunities: exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious|||"," darkvision 60 ft., passive Perception 10",Aquan,"5 (1800 XP)",5,https://www.aidedd.org/dnd/images/water-elemental.jpg
348,"Water Weird","Large elemental, neutral","Invisible in Water. The water weird is invisible while fully immersed in water.|||Water Bound. The water weird dies if it leaves the water to which it is bound or if that water is destroyed.|||Constrict. Melee Weapon Attack: +5 to hit, reach 10 ft., one creature. Hit: 13 (3d6 + 3) bludgeoning damage. If the target is Medium or smaller, it is grappled (escape DC 13) and pulled 5 feet toward the water weird. Until this grapple ends, the target is restrained, the water weird tries to drown it, and the water weird can't constrict another target.",13,"58 (9d10 + 9)"," 0 ft., swim 60 ft.","17 (+3)","16 (+3)","13 (+1)","11 (+0)","10 (+0)","10 (+0)","Damage Resistances: fire; bludgeoning, piercing, and slashing from nonmagical attacks|||Damage Immunities: poison|||Condition Immunities: exhaustion, grappled, paralyzed, poisoned, restrained, prone, unconscious|||"," blindsight 30 ft., passive Perception 10","understands Aquan but doesn't speak","3 (700 XP)",5,https://www.aidedd.org/dnd/images/water-weird.jpg
349,Weasel,"Tiny beast, unaligned","Keen Hearing and Smell. The weasel has advantage on Wisdom (Perception) checks that rely on hearing or smell.|||Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 1 piercing damage.",13,"1 (1d4 - 1)","30 ft.","3 (-4)","16 (+3)","8 (-1)","2 (-4)","12 (+1)","3 (-4)","Skills: Perception +3, Stealth +5|||","passive Perception 13","—","0 (10 XP)",5,""
350,Werebear,"Medium humanoid (Human, Shapechanger), neutral good","Shapechanger. The werebear can use its action to polymorph into a Large bear-humanoid hybrid or into a Large bear, or back into its true form, which is humanoid. Its statistics, other than its size and AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.|||Keen Smell. The werebear has advantage on Wisdom (Perception) checks that rely on smell.|||Multiattack. In bear form, the werebear makes two claw attacks. In humanoid form, it makes two greataxe attacks. In hybrid form, it can attack like a bear or a humanoid.|||Bite (Bear or Hybrid Form Only). Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 15 (2d10 + 4) piercing damage. If the target is a humanoid, it must succeed on a DC 14 Constitution saving throw or be cursed with werebear lycanthropy.|||Claw (Bear or Hybrid Form Only). Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.|||Greataxe (Humanoid or Hybrid Form Only). Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 10 (1d12 + 4) slashing damage."," 10 in humanoid form, 11 (natural armor) in bear and hybrid form","135 (18d8 + 54)"," 30 ft. (40 ft., climb 30 ft. in bear or hybrid form)","19 (+4)","10 (+0)","17 (+3)","11 (+0)","12 (+1)","12 (+1)","Skills: Perception +7|||Damage Immunities: bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons|||","passive Perception 17","Common (can't speak in bear form)","5 (1800 XP)",5,https://www.aidedd.org/dnd/images/wereBear.jpg
351,Wereboar,"Medium humanoid (Human, Shapechanger), neutral evil","Shapechanger. The wereboar can use its action to polymorph into a boar-humanoid hybrid or into a boar, or back into its true form, which is humanoid. Its statistics, other than its AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.|||Charge (Boar or Hybrid Form Only). If the wereboar moves at least 15 feet straight toward a target and then hits it with its tusks on the same turn, the target takes an extra 7 (2d6) slashing damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone.|||Relentless (Recharges after a Short or Long Rest). If the wereboar takes 14 damage or less that would reduce it to 0 hit points, it is reduced to 1 hit point instead.|||Multiattack (Humanoid or Hybrid Form Only). The wereboar makes two attacks, only one of which can be with its tusks.|||Maul (Humanoid or Hybrid Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) bludgeoning damage.|||Tusks (Boar or Hybrid Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage. If the target is a humanoid, it must succeed on a DC 12 Constitution saving throw or be cursed with wereboar lycanthropy."," 10 in humanoid form, 11 (natural armor) in boar or hybrid form","78 (12d8 + 24)","30 ft. (40 ft. in boar form)","17 (+3)","10 (+0)","15 (+2)","10 (+0)","11 (+0)","8 (-1)","Skills: Perception +2|||Damage Immunities: bludgeoning, piercing, and slashing damage from nonmagical attacks that aren't silvered|||","passive Perception 12","Common (can't speak in boar form)","4 (1100 XP)",5,https://www.aidedd.org/dnd/images/wereBoar.jpg
352,Wererat,"Medium humanoid (Human, Shapechanger), lawful evil","Shapechanger. The wererat can use its action to polymorph into a rat-humanoid hybrid or into a giant rat, or back into its true form, which is humanoid. Its statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.|||Keen Smell. The wererat has advantage on Wisdom (Perception) checks that rely on smell.|||Multiattack (Humanoid or Hybrid Form Only). The wererat makes two attacks, only one of which can be a bite.|||Bite (Rat or Hybrid Form Only). Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage. If the target is a humanoid, it must succeed on a DC 11 Constitution saving throw or be cursed with wererat lycanthropy.|||Shortsword (Humanoid or Hybrid Form Only). Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.|||Hand Crossbow (Humanoid or Hybrid Form Only). Ranged Weapon Attack: +4 to hit, range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage.",12,"33 (6d8 + 6)","30 ft.","10 (+0)","15 (+2)","12 (+1)","11 (+0)","10 (+0)","8 (-1)","Skills: Perception +2, Stealth +4|||Damage Immunities: bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons|||"," darkvision 60 ft. (rat form only), passive Perception 12","Common (can't speak in rat form)","2 (450 XP)",5,https://www.aidedd.org/dnd/images/wereRat.jpg
353,Weretiger,"Medium humanoid (Human, Shapechanger), neutral","Shapechanger. The weretiger can use its action to polymorph into a tiger-humanoid hybrid or into a tiger, or back into its true form, which is humanoid. Its statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.|||Keen Hearing and Smell. The weretiger has advantage on Wisdom (Perception) checks that rely on hearing or smell.|||Pounce (Tiger or Hybrid Form Only). If the weretiger moves at least 15 feet straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 14 Strength saving throw or be knocked prone. If the target is prone, the weretiger can make one bite attack against it as a bonus action.|||Multiattack (Humanoid or Hybrid Form Only). In humanoid form, the weretiger makes two scimitar attacks or two longbow attacks. In hybrid form, it can attack like a humanoid or make two claw attacks.|||Bite (Tiger or Hybrid Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 8 (1d10 + 3) piercing damage. If the target is a humanoid, it must succeed on a DC 13 Constitution saving throw or be cursed with weretiger lycanthropy.|||Claw (Tiger or Hybrid Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage.|||Scimitar (Humanoid or Hybrid Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.|||Longbow (Humanoid or Hybrid Form Only). Ranged Weapon Attack: +4 to hit, range 150/600 ft., one target. Hit: 6 (1d8 + 2) piercing damage.",12,"120 (16d8 + 48)","30 ft. (40 ft. in tiger form)","17 (+3)","15 (+2)","16 (+3)","10 (+0)","13 (+1)","11 (+0)","Skills: Perception +5, Stealth +4|||Damage Immunities: bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons|||"," darkvision 60 ft., passive Perception 15","Common (can't speak in tiger form)","4 (1100 XP)",5,https://www.aidedd.org/dnd/images/wereTiger.jpg
354,Werewolf,"Medium humanoid (Human, Shapechanger), chaotic evil","Shapechanger. The werewolf can use its action to polymorph into a wolf-humanoid hybrid or into a wolf, or back into its true form, which is humanoid. Its statistics, other than its AC, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.|||Keen Hearing and Smell. The werewolf has advantage on Wisdom (Perception) checks that rely on hearing or smell.|||Multiattack (Humanoid or Hybrid Form Only). The werewolf makes two attacks: two with its spear (humanoid form) or one with its bite and one with its claws (hybrid form).|||Bite (Wolf or Hybrid Form Only). Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) piercing damage. If the target is a humanoid, it must succeed on a DC 12 Constitution saving throw or be cursed with werewolf lycanthropy.|||Claws (Hybrid Form Only). Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 7 (2d4 + 2) slashing damage.|||Spear (Humanoid Form Only). Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 20/60 ft., one creature. Hit: 5 (1d6 + 2) piercing damage, or 6 (1d8 + 2) piercing damage if used with two hands to make a melee attack."," 11 in humanoid form, 12 (natural armor) in wolf or hybrid form","58 (9d8 + 18)","30 ft. (40 ft. in wolf form)","15 (+2)","13 (+1)","14 (+2)","10 (+0)","11 (+0)","10 (+0)","Skills: Perception +4, Stealth +3|||Damage Immunities: bludgeoning, piercing, and slashing damage from nonmagical attacks that aren't silvered|||","passive Perception 14","Common (can't speak in wolf form)","3 (700 XP)",5,https://www.aidedd.org/dnd/images/wereWolf.jpg
355,"White Dragon Wyrmling","Medium dragon (Chromatic), chaotic evil","Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (1d10 + 2) piercing damage plus 2 (1d4) cold damage.|||Cold Breath (Recharge 5-6). The dragon exhales an icy blast of hail in a 15-foot cone. Each creature in that area must make a DC 12 Constitution saving throw, taking 22 (5d8) cold damage on a failed save, or half as much damage on a successful one.","16 (natural armor)","32 (5d8 + 10)"," 30 ft., burrow 15 ft., fly 60 ft., swim 30 ft.","14 (+2)","10 (+0)","14 (+2)","5 (-3)","10 (+0)","11 (+0)","Saving Throws: Dex +2, Con +4, Wis +2, Cha +2|||Skills: Perception +4, Stealth +2|||Damage Immunities: cold|||"," blindsight 10 ft., darkvision 60 ft., passive Perception 14",Draconic,"2 (450 XP)",5,""
356,Wight,"Medium undead, neutral evil","Sunlight Sensitivity. While in sunlight, the wight has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.|||Multiattack. The wight makes two longsword attacks or two longbow attacks. It can use its Life Drain in place of one longsword attack.|||Life Drain. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 5 (1d6 + 2) necrotic damage. The target must succeed on a DC 13 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0. A humanoid slain by this attack rises 24 hours later as a zombie under the wight's control, unless the humanoid is restored to life or its body is destroyed. The wight can have no more than twelve zombies under its control at one time.|||Longsword. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) slashing damage, or 7 (1d10 + 2) slashing damage if used with two hands.|||Longbow. Ranged Weapon Attack: +4 to hit, range 150/600 ft., one target. Hit: 6 (1d8 + 2) piercing damage.","14 (studded leather)","45 (6d8 + 18)","30 ft.","15 (+2)","14 (+2)","16 (+3)","10 (+0)","13 (+1)","15 (+2)","Skills: Perception +3, Stealth +4|||Damage Resistances: necrotic; bludgeoning, piercing, and slashing from nonmagical attacks that aren't silvered|||Damage Immunities: poison|||Condition Immunities: exhaustion, poisoned|||"," darkvision 60 ft., passive Perception 13","the languages it knew in life","3 (700 XP)",5,https://www.aidedd.org/dnd/images/wight.jpg
